SCORE_ID,TRANSACTION_ID,USER_ID,ZSCORE_FLAG,VELOCITY_FLAG,CATEGORY_RISK_SCORE,GEOGRAPHIC_RISK_SCORE,ISOLATION_FOREST_SCORE,COMBINED_RISK_SCORE,RISK_LEVEL,RECOMMENDATION,SCORED_AT
e1177ae6-5f7,2E98C2D981B3,USER_001,0.0,0.2,0.9,0.2,0.41182295363625665,0.308,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
f761fde7-a99,B21E43AD7AA7,USER_001,0.0,0.2,0.9,0.5,0.43996770624077264,0.36,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
32b13b9c-c49,F27EA3C95FEB,USER_001,0.0,0.0,0.4,0.2,0.3507772524386592,0.1777,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
046df271-18b,35572FB4F6AF,USER_001,0.0,0.0,0.4,0.5,0.5097984731706304,0.2624,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
5b7cb456-709,4CD30F2A843B,USER_001,0.0,0.0,0.4,0.5,0.37767481625736743,0.2294,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
8e406925-995,0583A4D9D211,USER_001,0.0,0.0,0.9,0.5,0.4073568921403351,0.3118,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
ad9c2942-b88,A546BECEDE3A,USER_001,0.0,0.0,0.9,0.5,0.35469303366201155,0.2987,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
ae36d63e-f3c,587E9231FD3E,USER_001,0.0,0.0,0.9,0.5,0.344482105266223,0.2961,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
9abdd752-3dd,D91FC2A4E5BB,USER_001,0.0,0.2,0.9,0.5,0.3657065360821333,0.3414,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
96cebf55-d5f,BD42BFB878E8,USER_001,0.0,0.0,0.9,0.5,0.5144633983878164,0.3386,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
62b8c9c3-015,3CAF238B3A64,USER_001,0.0,0.0,0.9,0.2,0.38994135647516615,0.2625,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
50530de8-129,EBBA8C751FD5,USER_001,0.0,0.0,0.9,0.5,0.5794166527701471,0.3549,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
ebc15963-ca5,905E3BE153F9,USER_001,0.0,0.0,0.4,0.5,0.24703832896512246,0.1968,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
f30fc8f4-dc6,D0162747F1C8,USER_001,0.7218,0.0,0.2,0.2,0.7517642753172574,0.4284,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
5da1e15c-5e0,5EF76385A4B6,USER_001,0.0,0.0,0.9,0.5,0.4223709102156513,0.3156,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
5bfbe329-83a,5F0B4FDFA672,USER_001,0.0,0.0,0.4,0.5,0.4672269721001313,0.2518,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
4a8f6abb-41c,BD538C49A530,USER_001,0.0,0.0,0.4,0.5,0.38335464035718103,0.2308,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
c344eb2b-5a4,E5952E9A508D,USER_001,0.0,0.0,0.9,0.5,0.42895821156361735,0.3172,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
af3252a4-fc3,10DFDBA4CE52,USER_001,0.0,0.0,0.4,0.5,0.5043475129336346,0.2611,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
5a4ff851-e5b,46596B953202,USER_001,0.0,0.0,0.4,0.5,0.3622059070233352,0.2256,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
4ac9778a-c10,CC29010E5FBE,USER_001,0.0,0.0,0.4,0.5,0.2985569973709542,0.2096,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
6cff6dc2-28c,0D473204FB5A,USER_001,0.0,0.0,0.05,0.5,0.44509598285690055,0.1938,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
1c776ca5-18c,103B6CB8DCE5,USER_001,0.0,0.0,0.9,0.5,0.5124987042667932,0.3381,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
31bf115d-317,10EDB0CD3E1E,USER_001,0.0,0.0,0.9,0.5,0.4003245842043197,0.3101,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
3ced7a0e-b43,2B5860F0BFDD,USER_001,0.0,0.0,0.9,0.5,0.4863675544535828,0.3316,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
059184f6-cf8,4D874D257BA1,USER_001,0.0,0.0,0.9,0.5,0.4681511554333183,0.327,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
c22adc01-02a,8F6F63AF577B,USER_001,0.0,0.0,0.4,0.5,0.5802408715119634,0.2801,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
8c65a6f8-664,CB482EE85726,USER_001,0.0,0.0,0.4,0.5,0.612077948429846,0.288,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
3c50b6e1-9a9,4C46059C6A40,USER_001,0.0,0.0,0.4,0.2,0.3531621648337452,0.1783,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
672de9c0-272,D266A655F053,USER_001,0.0,0.2,0.4,0.2,0.582731752110897,0.2757,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
a2c58128-265,AA2940EC5922,USER_001,0.0,0.2,0.9,0.5,0.5348822450967236,0.3837,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
f8eaf2f3-3cd,7B5944924B64,USER_001,0.0,0.2,0.4,0.5,0.633951513767677,0.3335,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
66b2bb06-2b5,C2E907891E9D,USER_001,0.0333,0.2,0.9,0.2,0.5996664557814655,0.3632,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
a949e002-b21,9F26B09A2085,USER_001,0.0,0.4,0.9,0.5,0.48285083305423193,0.4107,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
ea5d6f5c-9e5,2CC382524603,USER_001,0.0,0.4,0.9,0.5,0.47640097244573054,0.4091,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
15a723bd-2a3,A5367950E976,USER_001,0.0,0.4,0.4,0.5,0.6065985314518657,0.3666,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
2cde7b4d-cca,3A2C4CE015FC,USER_001,0.0,0.0,0.4,0.5,0.28101189548132344,0.2053,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
be20ba0c-251,50ECA6C4A3A0,USER_001,0.0,0.0,0.9,0.2,0.4371905007822202,0.2743,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
f4f01f77-29f,69317E5228FA,USER_001,0.0,0.0,0.4,0.5,0.26114566781755044,0.2003,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
ddc9d203-7cc,408D14B437A1,USER_001,0.0,0.0,0.9,0.5,0.3430389023819824,0.2958,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
8484cf48-477,E20962A8C8D6,USER_001,0.0,0.0,0.4,0.5,0.24725789346497873,0.1968,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
6125e124-823,7C47B185E1C2,USER_001,0.0,0.0,0.9,0.2,0.32117863447889106,0.2453,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
1de997bf-f20,B034A343F9D7,USER_001,0.0,0.2,0.4,0.2,0.3111425834978008,0.2078,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
798550b5-050,7621C4B06F99,USER_001,0.0,0.0,0.4,0.2,0.27702972184582264,0.1593,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
656bcf35-3a4,67C6B9EE207E,USER_001,0.0,0.0,0.9,0.5,0.640287465602071,0.3701,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
33a94e01-e1a,2C0DD873A1F4,USER_001,0.0,0.0,0.4,0.5,0.2588528262947596,0.1997,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
21b1f03f-720,2E3C282262B6,USER_001,0.0,0.0,0.9,0.2,0.3799175116359549,0.26,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
7d8baf1a-d4a,2AF261321DF8,USER_001,0.1486,0.0,0.4,0.2,0.3705619087914487,0.2198,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
fff97252-3e5,4AD3A6E81C9C,USER_001,0.1067,0.0,0.15,0.5,0.4086876852753255,0.2263,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
097a40cd-6c5,588F6BDD6A3B,USER_001,0.0,0.0,0.4,0.5,0.25758096881602865,0.1994,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
f98f6be0-b0a,A2809FC2BD76,USER_001,0.0,0.0,0.9,0.5,0.431291599986001,0.3178,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
732ba176-08c,A8C577E81350,USER_001,0.0,0.0,0.4,0.5,0.5887664594078175,0.2822,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
167fce36-8a4,5200C0D14806,USER_001,0.0,0.2,0.4,0.2,0.35423606237195016,0.2186,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
a1781709-2c2,708347041AA2,USER_001,0.0,0.0,0.9,0.2,0.3803471852784497,0.2601,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
20290ca7-a74,7F3D20DB3594,USER_001,0.0,0.0,0.4,0.5,0.4021065799054342,0.2355,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
0ca24d1f-49b,A8A501A5132F,USER_001,0.0,0.0,0.4,0.5,0.396390331004732,0.2341,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
931552e3-71c,1E5865DC7FD3,USER_001,0.0,0.0,0.9,0.5,0.4652950401989807,0.3263,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
1b22b941-305,1E847A03C16E,USER_001,0.0,0.2,0.4,0.5,0.38250954330402676,0.2706,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
2bfe21ad-d55,4955DF7BFFE5,USER_001,0.266,0.0,0.4,0.5,0.5027257114806842,0.3272,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
c229755b-491,4FCC5AB586A5,USER_001,0.0,0.0,0.4,0.5,0.3461733731013644,0.2215,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
c3aabb3a-590,D7CB7D24B5AA,USER_001,0.0,0.0,0.9,0.5,0.43439412477369077,0.3186,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
79e9efab-bac,9A1361A87102,USER_001,0.0,0.0,0.4,0.5,0.2556459883405364,0.1989,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
e22bf419-140,A5E19CFED461,USER_001,0.0,0.0,0.9,0.5,0.4673763124445819,0.3268,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
486fc9c8-4c5,D35E262F5204,USER_001,0.0,0.0,0.4,0.5,0.2893019440658052,0.2073,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
fdf3720d-d17,468FF2CEA60C,USER_001,0.0,0.0,0.4,0.5,0.3298173829999075,0.2175,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
15718a12-022,1D56525FE655,USER_001,0.0,0.0,0.9,0.5,0.461096091242286,0.3253,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
7fe33eac-380,9707193191FD,USER_001,0.0,0.0,0.4,0.5,0.301834003153598,0.2105,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
d1e884b6-799,2E8C6E391102,USER_001,0.0,0.0,0.9,0.5,0.5690970832559914,0.3523,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
eecd36de-ce9,A72691C70132,USER_001,0.0,0.0,0.4,0.5,0.6482552347426764,0.2971,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
c9496fe8-2ea,57C9FEA7ED84,USER_001,0.0,0.0,0.4,0.5,0.2594344553346577,0.1999,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
2e555da1-985,A3D851A80407,USER_001,0.0,0.0,0.9,0.5,0.5446840067586842,0.3462,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
296c36c9-d3a,A7A0A41E269B,USER_001,0.0,0.0,0.9,0.5,0.5723811620109132,0.3531,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
41b0fc1f-836,740FB5E58A7D,USER_001,0.0949,0.0,0.9,0.2,0.5966738697825792,0.3379,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
64f35812-cea,362D2DBC19D0,USER_001,0.0,0.0,0.4,0.5,0.617947343864441,0.2895,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
9d633b3e-67e,A69618EEF3B4,USER_001,0.0,0.0,0.9,0.5,0.394502759642524,0.3086,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
6cd26c52-5e9,679589887C48,USER_001,0.0,0.0,0.9,0.5,0.4206772527927304,0.3152,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
f772f7a7-cb7,7F6C212506CC,USER_001,0.0,0.0,0.9,0.5,0.5491722499360502,0.3473,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
943ef8b1-a02,13B4F94A4528,USER_001,0.0,0.2,0.9,0.5,0.7677861706569153,0.4419,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
49899400-901,EA53E593048D,USER_001,0.0,0.2,0.4,0.2,0.4675302372423814,0.2469,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
57cc7019-5ab,6AB413FE805F,USER_001,0.0,0.2,0.4,0.2,0.4304122789541721,0.2376,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
8f235728-e48,D8491A1EDC94,USER_001,0.0,0.2,0.4,0.5,0.2923019596326877,0.2481,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
414663ec-2dc,F49C012D4A4D,USER_001,0.0,0.0,0.7,0.2,0.36442609738205123,0.2261,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
95d3d840-76f,CF2EB122108C,USER_001,0.0,0.0,0.9,0.5,0.4451670390387461,0.3213,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
a125c668-d49,190C7E1CE94E,USER_001,0.0,0.0,0.9,0.5,0.47100357693370065,0.3278,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
bf9d5b84-b07,7B8C867253F8,USER_001,0.0,0.0,0.4,0.5,0.36142579296708377,0.2254,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
0320f010-142,3B8FD741525D,USER_001,0.0,0.0,0.4,0.5,0.5808263212036489,0.2802,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
920580d3-d03,CC5A03474898,USER_001,0.0,0.0,0.9,0.5,0.3435637755607325,0.2959,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
379322f9-485,91D970F631BC,USER_001,0.0,0.0,0.4,0.5,0.24227450826793273,0.1956,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
cb2bfe86-619,EA289F2E5762,USER_001,0.0,0.2,0.4,0.5,0.5598428540772507,0.315,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
fba732e5-47a,54486346EBCB,USER_001,0.0,0.2,0.4,0.5,0.30718123895848826,0.2518,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
beff8896-81b,504093498C16,USER_001,0.0,0.2,0.4,0.2,0.36372053987789044,0.2209,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
a6027095-8ee,2EAA92C169C3,USER_001,0.0,0.2,0.4,0.5,0.4724018409834251,0.2931,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
63121105-880,47319796708D,USER_001,0.0,0.2,0.4,0.2,0.3467247324092283,0.2167,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
133e7bd8-550,F18A88A4A220,USER_001,0.0,0.0,0.15,0.5,0.32234212188464073,0.1781,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
277c5247-561,626A923D53DF,USER_001,0.0,0.0,0.4,0.5,0.2581659256517429,0.1995,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
8802fa23-6d7,E3FF396242EE,USER_001,0.0,0.0,0.9,0.5,0.6414086360122531,0.3704,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
d699b1fa-03b,1337AE2235C9,USER_001,0.1917,0.4,0.4,0.2,0.8120217394871925,0.4209,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
44cb09f1-8ff,8B40BAD726AF,USER_001,0.0,0.2,0.4,0.5,0.4032030904157673,0.2758,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
d6bc490b-ba5,3E2A86B030BF,USER_001,0.0,0.2,0.9,0.5,0.7195875209781141,0.4299,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
1e0b0ef0-86d,E92C98E1AF32,USER_001,0.0,0.2,0.3,0.2,0.35824187254196693,0.2046,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
5d5bb66a-32c,BA945245F482,USER_001,0.0,0.2,0.4,0.5,0.3786927370273169,0.2697,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
50251c2e-efc,56ED40FD54B7,USER_001,0.0,0.4,0.9,0.5,0.5670533733191947,0.4318,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
4581f35c-b68,C313E5A44BB1,USER_001,0.0,0.0,0.4,0.5,0.2735577254772734,0.2034,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
c2d7b46b-7ab,45277A24F148,USER_001,0.0,0.0,0.4,0.5,0.27884370760165533,0.2047,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
193ad79f-543,9AD075DF1CDC,USER_001,0.0,0.0,0.15,0.2,0.31575800439080626,0.1314,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
54449b06-969,382797699D97,USER_001,0.1426,0.0,0.9,0.5,0.44281836823261767,0.3564,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
52fbbcb2-ed6,1BB0A8DFB25D,USER_001,0.0,0.0,0.9,0.5,0.34051374989067285,0.2951,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
51c31068-99f,CF5112518842,USER_001,0.0,0.0,0.3,0.5,0.4899136598107393,0.2425,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
1b73175c-82c,8A0009F9AF13,USER_001,0.0,0.0,0.9,0.5,0.4171579053570733,0.3143,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
a40b8ced-1c6,99A935ACEEDD,USER_001,0.0,0.0,0.9,0.5,0.3569616827855009,0.2992,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
15f95460-62d,C4A8E1EE5903,USER_001,0.0,0.0,0.4,0.5,0.33365832651846017,0.2184,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
c85892a0-103,7198B92E5419,USER_001,0.0,0.0,0.9,0.5,0.6428945923803476,0.3707,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
e32dd927-2f9,9A988FFA6E41,USER_001,0.0,0.0,0.4,0.2,0.32707231481338805,0.1718,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
eb8d6e86-2a0,746E3E3F0D7A,USER_001,0.0,0.2,0.4,0.5,0.39471992769904474,0.2737,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
2f78bc6f-586,0DAFA6CFC121,USER_001,0.0,0.2,0.1,0.2,0.6429432191977864,0.2457,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
82a8db68-917,B6CD4815472C,USER_001,0.0,0.2,0.4,0.2,0.5650558502257055,0.2713,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
3e774f63-7ee,8C21F565393F,USER_001,0.0,0.2,0.15,0.2,0.5487683998782228,0.2297,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
a3a74418-ae5,8DEB195C0CDF,USER_001,0.0,0.2,0.4,0.5,0.4657295594294565,0.2914,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
3dd1e376-cd6,021E77C37DC2,USER_001,0.0,0.4,0.4,0.5,0.4814599048981665,0.3354,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
7ae9d299-71b,404DF54CA38B,USER_001,0.0,0.0,0.9,0.5,0.4735839992217683,0.3284,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
16e3bf90-641,64064B156283,USER_001,0.0,0.0,0.4,0.5,0.4506077518474414,0.2477,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
02467059-321,B6128A9EB95E,USER_001,0.0,0.0,0.9,0.2,0.39744669693414103,0.2644,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
e3d53243-e14,6C6A3FDF973D,USER_001,0.0,0.0,0.4,0.5,0.31244246697454203,0.2131,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
a2731e2d-269,5B9B44B5619A,USER_001,0.0,0.0,0.9,0.5,0.33691227129995216,0.2942,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
bf07ca4c-b9f,8F23BB07D66A,USER_001,0.0,0.0,0.9,0.5,0.6018828509213167,0.3605,MEDIUM,Allow with enhanced monitoring. Send user notification.,2026-02-20T01:52:03.986267
0f74cfee-ed6,3C692D99863B,USER_001,0.0,0.0,0.05,0.5,0.29484310975721983,0.1562,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
55f68378-5e0,7045AED7387F,USER_001,0.0,0.0,0.3,0.2,0.22962307784419078,0.1324,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
fde7b0b0-d55,7ED045BA0CE3,USER_001,0.0,0.0,0.2,0.2,0.2752879392274967,0.1288,LOW,Allow transaction. Standard monitoring.,2026-02-20T01:52:03.986267
e4b0802c-3c5,F728E1A6ED16,USER_001,0.9071,0.2,0.4,0.5,0.7091505466168756,0.5791,HIGH,Flag for review. Require step-up authentication before approval.,2026-02-20T01:52:03.986267
