TRANSACTION_ID,USER_ID,AMOUNT,CATEGORY,LOCATION,TRANSACTION_DATE
CF504770CBB2,USER_009,119.76,Retail,"Denver, CO",2026-01-02T17:05:52
05DB19FE7729,USER_009,347.17,Clothing,"Chicago, IL",2026-01-02T20:34:03
7F0D58AFFDB5,USER_002,89.05,Electronics,"Seattle, WA",2026-01-02T20:59:10
8166FCF19A91,USER_006,194.65,Restaurants,"Miami, FL",2026-01-02T21:04:21
EBE63E88D917,USER_002,48.59,Coffee Shops,"Boston, MA",2026-01-02T22:55:43
41637D58EC93,USER_001,137.37,Clothing,"Boston, MA",2026-01-02T23:09:26
186E97A66446,USER_006,98.84,Electronics,"Miami, FL",2026-01-02T23:15:52
7D1FE7D8FB93,USER_002,102.28,Grocery,"San Francisco, CA",2026-01-02T23:16:12
85FF1E2F290A,USER_007,394.79,Grocery,"Houston, TX",2026-01-02T23:51:21
6C570076EC99,USER_004,76.74,Clothing,"Seattle, WA",2026-01-03T00:56:50
A799FC257C4E,USER_004,160.2,Coffee Shops,"Dallas, TX",2026-01-03T01:55:57
783E3A39F647,USER_002,112.02,Electronics,"New York, NY",2026-01-03T02:12:57
2FF20CAC64BC,USER_007,336.8,Jewelry,"Houston, TX",2026-01-03T03:03:55
88E23BE802A2,USER_009,192.45,Clothing,"Boston, MA",2026-01-03T03:14:29
9C70995801C7,USER_005,166.85,Gas Stations,"Dallas, TX",2026-01-03T03:52:00
1897902CEEB3,USER_001,52.21,Clothing,"New York, NY",2026-01-03T03:59:23
069CB4ED9FDA,USER_005,202.37,Clothing,"Seattle, WA",2026-01-03T04:09:22
EC275CE089E6,USER_009,207.71,Electronics,"Boston, MA",2026-01-03T04:41:36
0B040B3D5CA1,USER_004,131.12,Jewelry,"San Francisco, CA",2026-01-03T05:18:46
BE9E5D429C4F,USER_007,223.74,Gas Stations,"New York, NY",2026-01-03T06:46:47
B7B9DDB09EF3,USER_008,84.24,Jewelry,"Miami, FL",2026-01-03T07:41:31
97CD3ED8205C,USER_006,167.32,Grocery,"Miami, FL",2026-01-03T07:52:18
AFA9127994A2,USER_004,87.03,Clothing,"Dallas, TX",2026-01-03T08:50:13
7DC89624BF44,USER_010,185.1,Retail,"New York, NY",2026-01-03T09:14:42
57C79C44115B,USER_006,173.06,Restaurants,"Miami, FL",2026-01-03T10:39:15
3378B5B15CBE,USER_002,110.74,Electronics,"New York, NY",2026-01-03T10:41:06
692D226328E4,USER_007,658.52,Grocery,"New York, NY",2026-01-03T12:36:18
5297BF6FE041,USER_008,96.26,Gas Stations,"San Francisco, CA",2026-01-03T12:36:22
E19C330C93BD,USER_009,183.49,Coffee Shops,"Chicago, IL",2026-01-03T12:59:33
87D92D142403,USER_005,170.34,Gas Stations,"Chicago, IL",2026-01-03T13:04:31
2AB7ACEDE794,USER_010,542.92,Grocery,"Phoenix, AZ",2026-01-03T13:15:22
18971172EAE4,USER_008,36.97,Coffee Shops,"Miami, FL",2026-01-03T13:37:40
9C62B59EEDF4,USER_003,495.48,Retail,"Denver, CO",2026-01-03T15:42:19
FF075224B90A,USER_009,147.48,Clothing,"Boston, MA",2026-01-03T15:50:44
1F01CC6E9C41,USER_010,515.63,Restaurants,"San Francisco, CA",2026-01-03T16:48:43
7096129DB9A9,USER_002,139.57,Coffee Shops,"New York, NY",2026-01-03T16:52:44
81385826B02D,USER_004,62.89,Clothing,"Seattle, WA",2026-01-03T17:20:02
4990C88E44AA,USER_005,234.37,Jewelry,"Dallas, TX",2026-01-03T17:25:21
F2E0A27982B6,USER_008,50.52,Gas Stations,"New York, NY",2026-01-03T17:30:09
77FCDA1BB38E,USER_010,187.86,Grocery,"Atlanta, GA",2026-01-03T17:44:58
9F4D1FB0D887,USER_009,193.94,Retail,"Chicago, IL",2026-01-03T18:27:11
B110ED1A84A2,USER_003,343.04,Coffee Shops,"Dallas, TX",2026-01-03T18:48:19
91AF14923DAB,USER_005,203.82,Gas Stations,"Chicago, IL",2026-01-03T19:12:05
C0AAF540D089,USER_007,167.76,Gas Stations,"Houston, TX",2026-01-03T19:30:53
AF40710495F1,USER_007,676.98,Grocery,"Houston, TX",2026-01-03T19:57:37
9BA01C70445E,USER_005,504.94,Clothing,"Dallas, TX",2026-01-03T20:23:55
87394BB0DC73,USER_004,149.34,Clothing,"Seattle, WA",2026-01-03T20:45:33
9A465337D1E4,USER_002,79.98,Retail,"Boston, MA",2026-01-03T21:00:40
4F0B280B694F,USER_004,170.55,Clothing,"Dallas, TX",2026-01-03T21:08:24
15E1525E641F,USER_008,69.24,Jewelry,"Atlanta, GA",2026-01-03T22:28:16
CE6A586D6B18,USER_006,223.76,Grocery,"Denver, CO",2026-01-03T23:38:56
C05B265FBD5F,USER_007,1029.21,Gas Stations,"New York, NY",2026-01-04T00:01:18
5D7582E6AC01,USER_003,322.82,Retail,"Atlanta, GA",2026-01-04T01:42:22
54A91639728B,USER_001,64.59,Jewelry,"San Francisco, CA",2026-01-04T02:02:41
C6FC9240BD74,USER_004,51.23,Clothing,"Dallas, TX",2026-01-04T02:29:53
95D037983CD7,USER_004,131.82,Jewelry,"Dallas, TX",2026-01-04T02:40:44
56BB0602E6D5,USER_004,123.79,Clothing,"Dallas, TX",2026-01-04T03:47:03
CD62E6BAC108,USER_004,146.87,Jewelry,"Seattle, WA",2026-01-04T04:09:50
BCAB56F494D1,USER_005,200.9,Clothing,"Seattle, WA",2026-01-04T04:23:09
70A21E7A683F,USER_001,52.13,Jewelry,"Boston, MA",2026-01-04T04:54:38
6B108ED348C5,USER_009,357.72,Coffee Shops,"Dallas, TX",2026-01-04T04:59:54
33FE93B172E1,USER_004,52.26,Jewelry,"Dallas, TX",2026-01-04T05:12:04
6760A2D6169A,USER_001,88.64,Clothing,"New York, NY",2026-01-04T05:17:44
39BDA87B42CF,USER_003,338.37,Coffee Shops,"Seattle, WA",2026-01-04T05:29:37
E91A20F7977F,USER_006,157.32,Electronics,"Miami, FL",2026-01-04T06:34:38
FA7EF03AA8B2,USER_005,284.94,Gas Stations,"Dallas, TX",2026-01-04T07:18:10
A2BE1EBE6589,USER_005,123.9,Clothing,"Seattle, WA",2026-01-04T07:27:24
74A07A85F47D,USER_007,217.41,Jewelry,"Houston, TX",2026-01-04T08:44:30
62148E7DC344,USER_008,153.66,Jewelry,"San Francisco, CA",2026-01-04T09:20:11
0512C8FD82E9,USER_006,192.63,Retail,"Denver, CO",2026-01-04T09:29:07
BBD37498F154,USER_009,243.65,Jewelry,"Boston, MA",2026-01-04T10:11:11
A74B70C77A1F,USER_008,45.95,Coffee Shops,"Seattle, WA",2026-01-04T10:31:12
7774BD98D039,USER_002,127.36,Electronics,"New York, NY",2026-01-04T10:38:14
59BA18B1EFB9,USER_010,204.8,Grocery,"Houston, TX",2026-01-04T11:31:51
61D324E211F6,USER_002,45.84,Electronics,"New York, NY",2026-01-04T12:54:28
D568022345F1,USER_004,109.9,Clothing,"Dallas, TX",2026-01-04T12:59:31
0360CEFF30B2,USER_002,428.03,Coffee Shops,"Boston, MA",2026-01-04T13:41:10
F6AC3F73CBA7,USER_007,459.53,Grocery,"Chicago, IL",2026-01-04T14:55:47
BFCAF0FF629C,USER_002,106.64,Coffee Shops,"Boston, MA",2026-01-04T16:52:49
9419B5F65344,USER_009,92.55,Coffee Shops,"Boston, MA",2026-01-04T18:26:25
70EEF41ED9F0,USER_005,259.87,Clothing,"Chicago, IL",2026-01-04T19:45:34
BEC370AB196D,USER_007,331.37,Gas Stations,"Houston, TX",2026-01-04T20:21:06
6A90034C62EB,USER_010,598.27,Gas Stations,"Houston, TX",2026-01-04T20:23:36
D996AEBDB3A7,USER_008,69.34,Coffee Shops,"Miami, FL",2026-01-04T20:28:11
5382B30B4874,USER_009,90.8,Coffee Shops,"Boston, MA",2026-01-04T21:57:55
D1E8CC9DA09E,USER_008,83.29,Coffee Shops,"Miami, FL",2026-01-04T21:59:36
92E1ACF62B64,USER_010,475.38,Jewelry,"San Francisco, CA",2026-01-04T22:38:08
3D5A3C56A7A2,USER_008,95.58,Gas Stations,"Miami, FL",2026-01-04T23:01:05
4C92FCD941DF,USER_009,86.76,Retail,"Los Angeles, CA",2026-01-05T00:12:46
5A0FE21C9BB5,USER_008,84.09,Coffee Shops,"Houston, TX",2026-01-05T00:40:23
F5AA5C6956AA,USER_010,97.67,Retail,"San Francisco, CA",2026-01-05T00:58:09
8102006EB16A,USER_009,877.66,Electronics,"Chicago, IL",2026-01-05T01:16:48
2FB529ED6C52,USER_005,194.41,Gas Stations,"Dallas, TX",2026-01-05T02:07:32
EBEB0E800776,USER_009,80.5,Electronics,"Boston, MA",2026-01-05T02:55:46
52FEDADC8480,USER_010,215.63,Gas Stations,"Houston, TX",2026-01-05T06:27:02
E44DC10553CA,USER_006,178.67,Retail,"Miami, FL",2026-01-05T07:44:28
04C929365A7A,USER_003,579.23,Coffee Shops,"Denver, CO",2026-01-05T08:26:05
CE6DB5E57C4A,USER_004,133.42,Jewelry,"Seattle, WA",2026-01-05T08:55:05
8F30A075A286,USER_002,94.46,Electronics,"Seattle, WA",2026-01-05T09:01:20
E7C50A4C923F,USER_010,284.16,Gas Stations,"Houston, TX",2026-01-05T09:13:53
00C0094A6D0E,USER_003,342.06,Grocery,"Seattle, WA",2026-01-05T10:03:21
16F8832C67C4,USER_009,131.92,Electronics,"Los Angeles, CA",2026-01-05T11:11:29
F2FF9F1B1956,USER_001,91.31,Jewelry,"Los Angeles, CA",2026-01-05T12:50:31
7C189FD683FD,USER_002,835.21,Coffee Shops,"Dallas, TX",2026-01-05T12:56:56
567F31312D96,USER_006,207.24,Grocery,"Miami, FL",2026-01-05T13:06:59
7FDE3B7E4596,USER_004,106.47,Clothing,"Seattle, WA",2026-01-05T13:56:58
8BA884C5791C,USER_002,160.86,Electronics,"Dallas, TX",2026-01-05T17:16:34
B29CEE1BDB75,USER_006,84.47,Grocery,"Denver, CO",2026-01-05T17:48:22
03695E190ACB,USER_003,527.23,Retail,"Dallas, TX",2026-01-05T18:41:53
4092A94EEB85,USER_010,247.43,Gas Stations,"Atlanta, GA",2026-01-05T22:15:04
F4165810C42F,USER_008,162.92,Coffee Shops,"Atlanta, GA",2026-01-05T22:47:54
E26415856D09,USER_009,235.54,Gas Stations,"Los Angeles, CA",2026-01-05T23:27:28
BFA25D7D71B3,USER_003,587.11,Coffee Shops,"Dallas, TX",2026-01-05T23:51:36
0EC8C5590049,USER_007,292.17,Grocery,"Chicago, IL",2026-01-05T23:55:09
934D5A1C54DC,USER_004,62.62,Jewelry,"Seattle, WA",2026-01-06T00:12:12
54507B384A55,USER_009,93.4,Retail,"Denver, CO",2026-01-06T00:32:53
5585A301C3CE,USER_004,103.57,Coffee Shops,"Seattle, WA",2026-01-06T00:52:29
55AB9D81EB3B,USER_002,165.13,Coffee Shops,"New York, NY",2026-01-06T01:41:20
6E182DAFDF68,USER_004,89.16,Jewelry,"Dallas, TX",2026-01-06T02:19:42
C6E51F7A8B96,USER_005,122.14,Gas Stations,"Dallas, TX",2026-01-06T02:56:13
2D4A50E849A6,USER_002,144.11,Grocery,"New York, NY",2026-01-06T03:40:50
3B49C18CC5BC,USER_007,539.87,Gas Stations,"Chicago, IL",2026-01-06T04:09:38
88F1FF7989C9,USER_003,142.96,Retail,"Dallas, TX",2026-01-06T04:11:55
AAB6B325FECB,USER_006,177.82,Restaurants,"Miami, FL",2026-01-06T05:18:19
7D1A36130382,USER_001,43.52,Jewelry,"Boston, MA",2026-01-06T06:56:02
EE2D84D86BAA,USER_001,66.24,Jewelry,"New York, NY",2026-01-06T07:45:28
4C2B673102B7,USER_010,213.03,Jewelry,"New York, NY",2026-01-06T07:53:15
6879DF6C1B60,USER_006,215.55,Restaurants,"Denver, CO",2026-01-06T08:38:12
B6926736A514,USER_009,88.84,Electronics,"Chicago, IL",2026-01-06T08:39:38
1D6D6C489437,USER_007,531.62,Clothing,"Chicago, IL",2026-01-06T08:47:48
214A420B0E4B,USER_010,334.95,Retail,"Houston, TX",2026-01-06T09:10:39
045A4AFB7DB1,USER_007,430.69,Jewelry,"New York, NY",2026-01-06T10:32:58
C2E50B9724BA,USER_008,235.71,Coffee Shops,"Miami, FL",2026-01-06T11:40:01
FEBB862D10B2,USER_007,597.55,Grocery,"New York, NY",2026-01-06T11:41:50
6CE0EBCA9504,USER_005,217.47,Coffee Shops,"Chicago, IL",2026-01-06T11:54:18
9CA56DA9FEA6,USER_001,247.22,Clothing,"Houston, TX",2026-01-06T12:03:36
6BA03EECFC25,USER_007,625.16,Retail,"Chicago, IL",2026-01-06T12:13:57
062EDA8A31AC,USER_010,190.01,Jewelry,"Los Angeles, CA",2026-01-06T12:25:18
D3512C7317C1,USER_008,329.27,Jewelry,"San Francisco, CA",2026-01-06T13:31:54
A28794137133,USER_004,266.8,Jewelry,"Seattle, WA",2026-01-06T14:22:45
8F7E5172987F,USER_004,71.85,Clothing,"Seattle, WA",2026-01-06T16:06:32
BD3CE3C95014,USER_004,108.27,Clothing,"Seattle, WA",2026-01-06T16:21:29
F0C18EB9B09F,USER_009,77.68,Clothing,"Los Angeles, CA",2026-01-06T16:39:00
C5BF0CC23A42,USER_007,324.01,Gas Stations,"New York, NY",2026-01-06T19:06:37
C46FCDCF8B08,USER_005,553.63,Clothing,"Chicago, IL",2026-01-06T19:09:11
CD44654080DA,USER_001,122.65,Clothing,"New York, NY",2026-01-06T20:24:23
5ED937D9BD9C,USER_002,42.86,Electronics,"Dallas, TX",2026-01-06T21:56:20
6B553C25FBB8,USER_003,1313.8,Coffee Shops,"Seattle, WA",2026-01-06T22:33:27
29F27B7CA674,USER_010,397.93,Electronics,"Houston, TX",2026-01-07T00:25:18
A5864BF66195,USER_008,99.92,Jewelry,"Miami, FL",2026-01-07T00:30:11
65024B5BCED9,USER_003,207.9,Retail,"Denver, CO",2026-01-07T03:26:11
4D4C9CE99458,USER_002,76.86,Coffee Shops,"Dallas, TX",2026-01-07T03:27:14
BC94544FA2A2,USER_010,59.55,Retail,"Houston, TX",2026-01-07T03:33:29
FA49539F258B,USER_009,157.49,Electronics,"Seattle, WA",2026-01-07T03:38:49
5E232F5ABA5B,USER_008,76.48,Jewelry,"Atlanta, GA",2026-01-07T03:42:23
45F53A931041,USER_001,59.72,Jewelry,"Houston, TX",2026-01-07T04:10:48
CF8FFD21CDD4,USER_001,85.19,Clothing,"Houston, TX",2026-01-07T04:47:26
2DA8A9A2F871,USER_010,109.71,Grocery,"Atlanta, GA",2026-01-07T05:10:52
73CAD9477A7D,USER_005,355.11,Clothing,"Seattle, WA",2026-01-07T05:20:48
3D80A4A3B69D,USER_002,362.36,Coffee Shops,"Boston, MA",2026-01-07T05:54:36
992C58FBA191,USER_007,341.03,Grocery,"Chicago, IL",2026-01-07T06:13:21
CDF8C97BAF21,USER_004,298.39,Clothing,"Seattle, WA",2026-01-07T06:15:48
ADF852410D2D,USER_009,96.28,Electronics,"Boston, MA",2026-01-07T06:33:16
2E98C2D981B3,USER_001,94.25,Jewelry,"Houston, TX",2026-01-07T07:26:40
011335BB2575,USER_006,497.93,Electronics,"Miami, FL",2026-01-07T08:08:22
4B7B52E0135A,USER_004,110.65,Jewelry,"Dallas, TX",2026-01-07T10:00:06
B21E43AD7AA7,USER_001,31.33,Jewelry,"New York, NY",2026-01-07T10:15:08
785F94B376C6,USER_009,102.16,Clothing,"Denver, CO",2026-01-07T10:50:27
9552E63F9523,USER_007,303.51,Electronics,"New York, NY",2026-01-07T11:13:41
DBB269DC0A9A,USER_003,271.05,Coffee Shops,"Seattle, WA",2026-01-07T11:14:38
9D1604DE6E5A,USER_006,207.89,Electronics,"Denver, CO",2026-01-07T11:57:26
B4926878DC20,USER_002,232.9,Electronics,"Boston, MA",2026-01-07T12:40:19
D3C830FC170F,USER_009,75.89,Clothing,"Chicago, IL",2026-01-07T13:07:23
B5BEBF12F69B,USER_008,156.94,Jewelry,"San Francisco, CA",2026-01-07T16:11:34
3F5FBE067F8A,USER_009,157.47,Clothing,"Boston, MA",2026-01-07T16:29:52
F177936D3953,USER_003,155.54,Retail,"Atlanta, GA",2026-01-07T17:01:11
3C2E7F5D3CF6,USER_009,168.37,Clothing,"San Francisco, CA",2026-01-07T17:13:52
4215EBEA16B1,USER_009,355.66,Clothing,"Boston, MA",2026-01-07T17:55:11
61F1AB97CB87,USER_005,222.78,Gas Stations,"Seattle, WA",2026-01-07T18:27:08
98E807870914,USER_007,658.56,Gas Stations,"New York, NY",2026-01-07T20:15:44
F720EF51E46B,USER_005,206.62,Restaurants,"Seattle, WA",2026-01-07T20:15:52
7CC7624469EB,USER_003,296.61,Coffee Shops,"Atlanta, GA",2026-01-07T20:16:48
AE9C7C812043,USER_002,56.9,Coffee Shops,"Dallas, TX",2026-01-07T20:37:37
E54921CA9B89,USER_004,98.08,Clothing,"Seattle, WA",2026-01-07T20:41:11
A4E17E89D98A,USER_010,173.84,Grocery,"San Francisco, CA",2026-01-07T21:06:32
F27EA3C95FEB,USER_001,37.69,Clothing,"Houston, TX",2026-01-07T21:41:41
659A49D49725,USER_005,619.51,Clothing,"Dallas, TX",2026-01-07T22:06:42
AAFE6B34ED3F,USER_010,268.09,Grocery,"San Francisco, CA",2026-01-08T00:10:55
930172A37169,USER_009,132.54,Clothing,"Los Angeles, CA",2026-01-08T00:48:57
EED599784049,USER_008,91.24,Jewelry,"Miami, FL",2026-01-08T01:47:29
5531034830DE,USER_003,143.51,Jewelry,"Dallas, TX",2026-01-08T05:16:59
6F69A712AB99,USER_009,85.84,Clothing,"Los Angeles, CA",2026-01-08T05:42:42
F8D8F74E7B49,USER_005,466.92,Gas Stations,"Chicago, IL",2026-01-08T06:00:42
FC4A8002AEA3,USER_003,155.92,Retail,"Dallas, TX",2026-01-08T06:52:16
AB91EC3CFA1C,USER_002,83.64,Electronics,"Boston, MA",2026-01-08T07:02:29
3040E49E4565,USER_004,56.93,Clothing,"Denver, CO",2026-01-08T07:32:52
47A72C7D7170,USER_010,317.48,Retail,"Atlanta, GA",2026-01-08T07:56:27
1620D974B3E5,USER_003,649.47,Retail,"Denver, CO",2026-01-08T08:49:25
1B0D6BC5C886,USER_008,155.21,Jewelry,"San Francisco, CA",2026-01-08T08:51:03
87EF1265DA43,USER_006,116.76,Electronics,"Denver, CO",2026-01-08T08:53:41
744B0B924FA5,USER_006,97.82,Electronics,"Denver, CO",2026-01-08T08:54:39
7368DAB42D29,USER_005,635.63,Gas Stations,"Seattle, WA",2026-01-08T11:50:27
EF12938AA680,USER_003,562.47,Coffee Shops,"Seattle, WA",2026-01-08T11:57:35
B1384CAFF3B5,USER_008,107.51,Coffee Shops,"Miami, FL",2026-01-08T13:02:55
BF2587174B3A,USER_007,945.07,Retail,"New York, NY",2026-01-08T13:08:09
2826276A25D3,USER_010,189.12,Retail,"Boston, MA",2026-01-08T14:25:34
A7ABA5CCE7F1,USER_006,107.02,Electronics,"Miami, FL",2026-01-08T14:40:45
53013830572C,USER_007,583.1,Jewelry,"Chicago, IL",2026-01-08T15:15:14
E8CB29DA02EB,USER_010,265.19,Gas Stations,"New York, NY",2026-01-08T15:51:00
6E5E4708BA0D,USER_003,135.91,Coffee Shops,"Denver, CO",2026-01-08T16:19:36
8404D2C8D48E,USER_008,66.08,Coffee Shops,"San Francisco, CA",2026-01-08T16:50:00
6C99F539BBF4,USER_008,424.97,Jewelry,"San Francisco, CA",2026-01-08T18:56:07
7936B953AC34,USER_007,920.11,Retail,"Houston, TX",2026-01-08T19:51:13
9EF45FFBC82C,USER_003,353.13,Coffee Shops,"Denver, CO",2026-01-08T20:16:56
35572FB4F6AF,USER_001,37.42,Clothing,"Boston, MA",2026-01-08T22:08:33
2C204669161A,USER_002,102.85,Electronics,"New York, NY",2026-01-08T22:50:18
2C1DF5C7C6C9,USER_003,454.01,Retail,"San Francisco, CA",2026-01-09T00:26:06
2A6E799368F0,USER_009,243.38,Gas Stations,"Denver, CO",2026-01-09T01:07:53
8768B9B5AC72,USER_004,99.2,Jewelry,"Dallas, TX",2026-01-09T01:26:30
9E41FCCB5161,USER_006,99.26,Restaurants,"Denver, CO",2026-01-09T01:39:16
D7E39ED39284,USER_008,318.14,Gas Stations,"San Francisco, CA",2026-01-09T02:09:55
4CD30F2A843B,USER_001,102.61,Clothing,"Phoenix, AZ",2026-01-09T02:53:05
AD7B3E57CB48,USER_004,21.12,Gas Stations,"Dallas, TX",2026-01-09T03:09:56
38788DDAC6A5,USER_008,65.57,Jewelry,"Miami, FL",2026-01-09T03:17:52
2185B76C0D2A,USER_005,128.7,Gas Stations,"Seattle, WA",2026-01-09T03:36:27
6D9A939986E4,USER_004,216.03,Jewelry,"Seattle, WA",2026-01-09T03:43:03
EFA39B4C26C9,USER_005,141.87,Clothing,"Chicago, IL",2026-01-09T04:04:27
91C774B21AB3,USER_004,115.26,Clothing,"Dallas, TX",2026-01-09T04:16:59
0583A4D9D211,USER_001,45.08,Jewelry,"New York, NY",2026-01-09T04:17:39
07CEBC0888EF,USER_007,581.48,Grocery,"New York, NY",2026-01-09T05:01:35
BE3CED5CBB8E,USER_007,557.92,Clothing,"Chicago, IL",2026-01-09T05:08:39
F8FFBE3B7D6F,USER_006,219.04,Grocery,"Phoenix, AZ",2026-01-09T05:18:04
94202B644814,USER_008,354.0,Gas Stations,"San Francisco, CA",2026-01-09T05:30:24
93442B90F9FF,USER_007,918.02,Grocery,"Houston, TX",2026-01-09T05:34:20
